Name,Model,Ex-Showroom_Price,CC,Cylinders,Fuel_Type,Ground_Clearance,Power,Torque,Type,ARAI_Certified_Mileage,Weight,BHP,Power_to_Weight,Performance_Class
Maruti Suzuki,Baleno,807921,1248,4,Diesel,170,75,190,Manual,27,950,75.0,78.94736842105263,Medium
Maruti Suzuki,Baleno,758212,1197,4,Petrol,170,83,115,Manual,21,950,83.0,87.36842105263158,Medium
Maruti Suzuki,Baleno,890212,1197,4,Petrol,170,83,115,Auto,21,950,83.0,87.36842105263158,Medium
Maruti Suzuki,Baleno,636612,1197,4,Petrol,170,83,115,Manual,21,950,83.0,87.36842105263158,Medium
Maruti Suzuki,Baleno,768612,1197,4,Petrol,170,83,115,Auto,21,950,83.0,87.36842105263158,Medium
Maruti Suzuki,Baleno,558602,1197,4,Petrol,170,83,115,Manual,21,950,83.0,87.36842105263158,Medium
Maruti Suzuki,Baleno,697912,1197,4,Petrol,170,83,115,Manual,21,950,83.0,87.36842105263158,Medium
Maruti Suzuki,Baleno,733412,1197,4,Petrol,170,83,115,Manual,21,950,83.0,87.36842105263158,Medium
Maruti Suzuki,Baleno,789912,1197,4,Petrol,170,83,115,Manual,21,950,83.0,87.36842105263158,Medium
Maruti Suzuki,Baleno,829912,1197,4,Petrol,170,83,115,Auto,21,950,83.0,87.36842105263158,Medium
Hyundai,Grand I10,586428,1197,4,Petrol,165,83,114,Manual,18,950,83.0,87.36842105263158,Medium
Hyundai,Grand I10,620637,1197,4,Petrol,165,83,114,Manual,19,950,83.0,87.36842105263158,Medium
Hyundai,Grand I10,652328,1197,4,Petrol,165,83,114,Auto,17,950,83.0,87.36842105263158,Medium
Hyundai,Grand I10,705538,1197,4,Petrol,165,83,114,Auto,17,950,83.0,87.36842105263158,Medium
Hyundai,Grand I10,640537,1197,4,Petrol,165,83,114,Manual,19,950,83.0,87.36842105263158,Medium
Fiat,Linea Classic,751203,1248,4,Diesel,185,76,197,Manual,19,1210,76.0,62.80991735537191,Low
Fiat,Linea Classic,646336,1368,4,Petrol,185,90,115,Manual,14,1210,90.0,74.3801652892562,Medium
Mahindra,Bolero,942263,2523,4,Diesel,180,63,195,Manual,15,1630,63.0,38.65030674846626,Low
Mahindra,Bolero,917055,2523,4,Diesel,180,63,195,Manual,15,1630,63.0,38.65030674846626,Low
Mahindra,Bolero,860720,2523,4,Diesel,180,63,195,Manual,15,1630,63.0,38.65030674846626,Low
Mahindra,Bolero,815883,2523,4,Diesel,183,63,195,Manual,15,1630,63.0,38.65030674846626,Low
Mahindra,Bolero,773678,2523,4,Diesel,183,63,195,Manual,15,1630,63.0,38.65030674846626,Low
Maruti Suzuki,Ciaz,1102689,1248,4,Diesel,170,89,200,Manual,28,1030,89.0,86.40776699029126,Medium
Maruti Suzuki,Ciaz,919689,1248,4,Diesel,170,89,200,Manual,28,1030,89.0,86.40776699029126,Medium
Maruti Suzuki,Ciaz,980689,1248,4,Diesel,170,89,200,Manual,28,1030,89.0,86.40776699029126,Medium
Maruti Suzuki,Ciaz,1062689,1248,4,Diesel,170,89,200,Manual,28,1030,89.0,86.40776699029126,Medium
Maruti Suzuki,Ciaz,819689,1462,4,Petrol,170,103,138,Manual,21,1030,103.0,100.0,High
Maruti Suzuki,Ciaz,881689,1462,4,Petrol,170,103,138,Manual,21,1030,103.0,100.0,High
Maruti Suzuki,Ciaz,958689,1462,4,Petrol,170,103,138,Manual,21,1030,103.0,100.0,High
Maruti Suzuki,Ciaz,997689,1462,4,Petrol,170,103,138,Manual,21,1030,103.0,100.0,High
Maruti Suzuki,Ciaz,980689,1462,4,Petrol,170,103,138,Auto,20,1030,103.0,100.0,High
Maruti Suzuki,Ciaz,1058688,1462,4,Petrol,170,103,138,Auto,20,1030,103.0,100.0,High
Maruti Suzuki,Ciaz,1098689,1462,4,Petrol,170,103,138,Auto,20,1030,103.0,100.0,High
Maruti Suzuki,Ciaz,1138189,1498,4,Diesel,170,94,225,Manual,26,1030,94.0,91.26213592233009,Medium
Maruti Suzuki,Ciaz,997689,1498,4,Diesel,170,94,225,Manual,26,1030,94.0,91.26213592233009,Medium
Maruti Suzuki,Ciaz,1109189,1498,4,Diesel,170,94,225,Manual,26,1030,94.0,91.26213592233009,Medium
Skoda,Rapid,998599,1598,4,Petrol,163,105,153,Manual,15,1140,105.0,92.10526315789473,Medium
Skoda,Rapid,1006139,1498,4,Diesel,163,110,250,Manual,21,1140,110.0,96.49122807017544,Medium
Skoda,Rapid,881916,1598,4,Petrol,163,105,153,Manual,15,1140,105.0,92.10526315789473,Medium
Skoda,Rapid,1129599,1498,4,Diesel,163,110,250,Manual,21,1140,110.0,96.49122807017544,Medium
Skoda,Rapid,1249599,1498,4,Diesel,163,110,250,Auto,21,1140,110.0,96.49122807017544,Medium
Skoda,Rapid,1243599,1598,4,Petrol,163,105,153,Auto,14,1140,105.0,92.10526315789473,Medium
Skoda,Rapid,1399599,1498,4,Diesel,163,110,250,Auto,21,1140,110.0,96.49122807017544,Medium
Skoda,Rapid,1273599,1498,4,Diesel,163,110,250,Manual,21,1140,110.0,96.49122807017544,Medium
Skoda,Rapid,1115599,1598,4,Petrol,163,105,153,Manual,15,1140,105.0,92.10526315789473,Medium
Skoda,Rapid,999599,1598,4,Petrol,163,105,153,Auto,14,1140,105.0,92.10526315789473,Medium
Skoda,Rapid,975599,1598,4,Petrol,163,105,153,Manual,15,1140,105.0,92.10526315789473,Medium
Skoda,Rapid,1099599,1598,4,Petrol,163,105,153,Auto,14,1140,105.0,92.10526315789473,Medium
Skoda,Rapid,1158599,1498,4,Diesel,163,110,250,Manual,21,1140,110.0,96.49122807017544,Medium
Skoda,Rapid,1273599,1498,4,Diesel,163,110,250,Auto,21,1140,110.0,96.49122807017544,Medium
Fiat,Abarth Punto,980970,1368,4,Petrol,155,145,212,Manual,16,1100,145.0,131.8181818181818,High
Hyundai,Creta,999990,1396,4,Diesel,190,90,220,Manual,21,1240,90.0,72.58064516129033,Medium
Hyundai,Creta,999990,1591,4,Petrol,190,123,151,Manual,15,1240,123.0,99.19354838709678,Medium
Hyundai,Creta,1232534,1591,4,Petrol,190,123,151,Manual,15,1240,123.0,99.19354838709678,Medium
Hyundai,Creta,1394437,1591,4,Petrol,190,123,151,Manual,15,1240,123.0,99.19354838709678,Medium
Hyundai,Creta,1377363,1591,4,Petrol,190,123,151,Auto,15,1240,123.0,99.19354838709678,Medium
Hyundai,Creta,1287041,1591,4,Petrol,190,123,151,Auto,15,1240,123.0,99.19354838709678,Medium
Hyundai,Creta,1197919,1396,4,Diesel,190,90,220,Manual,21,1240,90.0,72.58064516129033,Medium
Hyundai,Creta,1366797,1582,4,Diesel,190,128,260,Manual,19,1240,128.0,103.2258064516129,High
Hyundai,Creta,1543564,1582,4,Diesel,190,128,260,Manual,19,1240,128.0,103.2258064516129,High
Hyundai,Creta,1527395,1582,4,Diesel,190,128,260,Auto,17,1240,128.0,103.2258064516129,High
Hyundai,Creta,1421208,1582,4,Diesel,190,128,260,Manual,19,1240,128.0,103.2258064516129,High
Hyundai,Creta,1336033,1582,4,Diesel,190,128,260,Auto,17,1240,128.0,103.2258064516129,High
Hyundai,Creta,1422937,1591,4,Petrol,190,121,151,Manual,15,1240,121.0,97.58064516129032,Medium
Hyundai,Creta,1572064,1582,4,Diesel,190,126,260,Manual,19,1240,126.0,101.61290322580645,High
Hyundai,Creta,1107167,1396,4,Diesel,190,90,220,Manual,21,1240,90.0,72.58064516129033,Medium
Hyundai,Creta,1092192,1591,4,Petrol,190,123,151,Manual,15,1240,123.0,99.19354838709678,Medium
Hyundai,Creta,1279983,1591,4,Petrol,190,123,151,Manual,15,1240,123.0,99.19354838709678,Medium
Hyundai,Creta,1414247,1582,4,Diesel,190,128,260,Manual,19,1240,128.0,103.2258064516129,High
Tata,Harrier,1345363,1956,3,Diesel,205,140,350,Manual,16,1675,140.0,83.58208955223881,Medium
Tata,Harrier,1471368,1956,3,Diesel,205,140,350,Manual,16,1675,140.0,83.58208955223881,Medium
Tata,Harrier,1591368,1956,3,Diesel,205,140,350,Manual,16,1675,140.0,83.58208955223881,Medium
Tata,Harrier,1721368,1956,3,Diesel,205,140,350,Manual,16,1675,140.0,83.58208955223881,Medium
Tata,Harrier,1732231,1956,3,Diesel,205,140,350,Manual,16,1675,140.0,83.58208955223881,Medium
Tata,Harrier,1730755,1956,3,Diesel,205,140,350,Manual,16,1675,140.0,83.58208955223881,Medium
Isuzu,Dmax V-Cross,1999000,1898,4,Diesel,225,150,350,Auto,10,1950,150.0,76.92307692307693,Medium
Honda,Cr-V,2827001,1997,4,Petrol,198,154,189,Auto,14,1550,154.0,99.35483870967741,Medium
Maruti Suzuki,Alto 800 Tour,354235,796,3,Petrol,160,48,69,Manual,23,725,48.0,66.20689655172414,Low
Maruti Suzuki,Alto 800 Tour,356559,796,3,Petrol,160,48,69,Manual,24,725,48.0,66.20689655172414,Low
Hyundai,Grand I10 Nios,504990,1197,4,Petrol,165,83,114,Manual,20,940,83.0,88.29787234042553,Medium
Hyundai,Grand I10 Nios,589610,1197,4,Petrol,165,83,114,Manual,20,940,83.0,88.29787234042553,Medium
Hyundai,Grand I10 Nios,642610,1197,4,Petrol,165,83,114,Auto,20,940,83.0,88.29787234042553,Medium
Hyundai,Grand I10 Nios,643350,1197,4,Petrol,165,83,114,Manual,20,940,83.0,88.29787234042553,Medium
Hyundai,Grand I10 Nios,703350,1197,4,Petrol,165,83,114,Auto,20,940,83.0,88.29787234042553,Medium
Hyundai,Grand I10 Nios,673350,1197,4,Petrol,165,83,114,Manual,20,940,83.0,88.29787234042553,Medium
Hyundai,Grand I10 Nios,718950,1197,4,Petrol,165,83,114,Manual,20,940,83.0,88.29787234042553,Medium
Hyundai,Xcent,643769,1197,4,Petrol,165,83,114,Manual,20,1045,83.0,79.42583732057416,Medium
Hyundai,Xcent,733734,1197,4,Petrol,165,82,114,Auto,17,1045,82.0,78.4688995215311,Medium
Hyundai,Xcent,705546,1197,4,Petrol,165,82,114,Manual,20,1045,82.0,78.4688995215311,Medium
Nissan,Micra,662880,1198,3,Petrol,154,77,104,Auto,19,1030,77.0,74.75728155339806,Medium
Nissan,Micra,781686,1198,3,Petrol,154,77,104,Auto,19,1030,77.0,74.75728155339806,Medium
Nissan,Micra,743504,1461,4,Diesel,150,64,160,Manual,23,1030,64.0,62.13592233009709,Low
Nissan,Micra,812964,1461,4,Diesel,150,64,160,Manual,23,1030,64.0,62.13592233009709,Low
Mahindra,Nuvosport,797802,1493,3,Diesel,180,100,240,Manual,17,1700,100.0,58.8235294117647,Low
Mahindra,Nuvosport,905642,1493,3,Diesel,180,100,240,Manual,17,1700,100.0,58.8235294117647,Low
Mahindra,Nuvosport,984818,1493,3,Diesel,180,100,240,Manual,17,1700,100.0,58.8235294117647,Low
Mahindra,Nuvosport,972359,1493,3,Diesel,180,100,240,Auto,16,1700,100.0,58.8235294117647,Low
Mahindra,Nuvosport,1048603,1493,3,Diesel,180,100,240,Auto,16,1700,100.0,58.8235294117647,Low
Nissan,Kicks,955000,1498,4,Petrol,210,106,142,Manual,14,1300,106.0,81.53846153846153,Medium
Nissan,Kicks,1095000,1498,4,Petrol,210,106,142,Manual,14,1300,106.0,81.53846153846153,Medium
Nissan,Kicks,1109000,1461,4,Diesel,210,110,240,Manual,20,1300,110.0,84.61538461538461,Medium
Nissan,Kicks,1251000,1461,4,Diesel,210,110,240,Manual,20,1300,110.0,84.61538461538461,Medium
Nissan,Kicks,1369000,1461,4,Diesel,210,110,240,Manual,20,1300,110.0,84.61538461538461,Medium
Nissan,Kicks,1465000,1461,4,Diesel,210,110,240,Manual,20,1300,110.0,84.61538461538461,Medium
Nissan,Kicks,1465000,1461,4,Diesel,210,110,240,Manual,20,1300,110.0,84.61538461538461,Medium
Nissan,Kicks,989000,1461,4,Diesel,210,110,240,Manual,20,1300,110.0,84.61538461538461,Medium
Audi,A3,3021200,1968,4,Diesel,161,143,320,Auto,20,1440,143.0,99.30555555555554,Medium
Audi,A3,3221200,1968,4,Diesel,161,143,320,Auto,20,1440,143.0,99.30555555555554,Medium
Audi,A3,2920750,1395,4,Petrol,161,150,250,Auto,19,1440,150.0,104.16666666666667,High
Audi,A3,3120750,1395,4,Petrol,161,150,250,Auto,19,1440,150.0,104.16666666666667,High
Tata,Tiago Nrg,594993,1199,3,Petrol,180,85,114,Manual,23,935,85.0,90.9090909090909,Medium
Tata,Tiago Nrg,689993,1047,3,Diesel,180,70,140,Manual,27,935,70.0,74.8663101604278,Medium
Tata,Tiago Nrg,639993,1199,3,Petrol,180,85,114,Auto,23,935,85.0,90.9090909090909,Medium
Toyota,Yaris,940000,1496,4,Petrol,152,107,140,Manual,17,1120,107.0,95.53571428571428,Medium
Toyota,Yaris,1055000,1496,4,Petrol,152,107,140,Manual,17,1120,107.0,95.53571428571428,Medium
Toyota,Yaris,1174000,1498,4,Petrol,152,107,140,Manual,17,1120,107.0,95.53571428571428,Medium
Toyota,Yaris,1418000,1496,4,Petrol,152,107,140,Auto,17,1120,107.0,95.53571428571428,Medium
Toyota,Yaris,1175000,1496,4,Petrol,152,107,140,Auto,17,1120,107.0,95.53571428571428,Medium
Toyota,Yaris,1010000,1496,4,Petrol,152,107,140,Auto,17,1120,107.0,95.53571428571428,Medium
Toyota,Yaris,1294000,1496,4,Petrol,152,107,140,Auto,17,1120,107.0,95.53571428571428,Medium
Toyota,Yaris,1296000,1496,4,Petrol,152,107,140,Manual,17,1120,107.0,95.53571428571428,Medium
Toyota,Yaris,1197000,1498,4,Petrol,152,107,140,Manual,17,1120,107.0,95.53571428571428,Medium
Toyota,Yaris,876000,1496,4,Petrol,152,107,140,Manual,17,1120,107.0,95.53571428571428,Medium
Toyota,Yaris,974000,1496,4,Petrol,152,107,140,Manual,17,1120,107.0,95.53571428571428,Medium
Toyota,Yaris,935000,1496,4,Petrol,152,107,140,Auto,17,1120,107.0,95.53571428571428,Medium
Toyota,Yaris,1083000,1496,4,Petrol,152,107,140,Auto,17,1120,107.0,95.53571428571428,Medium
Toyota,Yaris,1317000,1498,4,Petrol,152,107,140,Auto,17,1120,107.0,95.53571428571428,Medium
Skoda,Octavia,1599599,1395,4,Petrol,155,140,250,Manual,16,1350,140.0,103.7037037037037,High
Skoda,Octavia,1799599,1968,4,Diesel,155,143,320,Manual,21,1350,143.0,105.92592592592592,High
Skoda,Octavia,1899599,1395,4,Petrol,155,140,250,Manual,16,1350,140.0,103.7037037037037,High
Skoda,Octavia,2059599,1798,4,Petrol,155,180,250,Auto,15,1350,180.0,133.33333333333334,High
Skoda,Octavia,2079599,1968,4,Diesel,155,143,320,Manual,21,1350,143.0,105.92592592592592,High
Skoda,Octavia,2299599,1968,4,Diesel,155,143,320,Auto,19,1350,143.0,105.92592592592592,High
Skoda,Octavia,2359599,1798,4,Petrol,155,180,250,Auto,15,1350,180.0,133.33333333333334,High
Skoda,Octavia,2359599,1968,4,Diesel,155,143,320,Auto,19,1350,143.0,105.92592592592592,High
Skoda,Octavia,1549000,1395,4,Petrol,155,140,250,Manual,16,1350,140.0,103.7037037037037,High
Skoda,Octavia,1699000,1968,4,Diesel,155,141,320,Manual,21,1350,141.0,104.44444444444446,High
Skoda,Octavia,1999599,1798,4,Petrol,155,180,250,Auto,15,1350,180.0,133.33333333333334,High
Skoda,Octavia,2199599,1968,4,Diesel,155,143,320,Auto,19,1350,143.0,105.92592592592592,High
Dc,Avanti,3407407,2000,4,Petrol,170,250,340,Manual,10,1560,250.0,160.25641025641028,High
Fiat,Punto Evo,535562,1172,4,Petrol,185,68,96,Manual,15,1080,68.0,62.962962962962955,Low
Fiat,Punto Evo,631292,1172,4,Diesel,185,76,197,Manual,20,1080,76.0,70.37037037037038,Medium
Fiat,Punto Evo,692655,1248,4,Diesel,185,76,197,Manual,20,1080,76.0,70.37037037037038,Medium
Fiat,Punto Evo,747774,1248,4,Diesel,185,76,197,Manual,21,1080,76.0,70.37037037037038,Medium
Honda,City,991000,1497,4,Petrol,165,119,145,Manual,17,1107,119.0,107.49774164408312,High
Honda,City,1065900,1497,4,Petrol,165,119,145,Manual,17,1107,119.0,107.49774164408312,High
Honda,City,1182000,1497,4,Petrol,165,119,145,Manual,17,1107,119.0,107.49774164408312,High
Honda,City,1312000,1497,4,Petrol,165,119,145,Auto,18,1107,119.0,107.49774164408312,High
Honda,City,1111000,1498,4,Diesel,165,100,200,Manual,25,1107,100.0,90.3342366757001,Medium
Honda,City,1191000,1498,4,Diesel,165,100,200,Manual,25,1107,100.0,90.3342366757001,Medium
Honda,City,1302000,1498,4,Diesel,165,100,200,Manual,25,1107,100.0,90.3342366757001,Medium
Honda,City,1421000,1498,4,Diesel,165,100,200,Manual,25,1107,100.0,90.3342366757001,Medium
Honda,City,1431000,1497,4,Petrol,165,119,145,Auto,22,1107,119.0,107.49774164408312,High
Honda,City,1201000,1497,4,Petrol,165,119,145,Auto,17,1107,119.0,107.49774164408312,High
Jaguar,Xe,4498000,1997,4,Petrol,125,250,365,Auto,11,1650,250.0,151.51515151515153,High
Jaguar,Xe,4498000,1999,4,Diesel,125,180,430,Auto,11,1650,180.0,109.09090909090908,High
Jaguar,Xe,4633000,1999,4,Diesel,125,180,430,Auto,11,1650,180.0,109.09090909090908,High
Jaguar,Xe,4633000,1997,4,Petrol,125,250,365,Auto,11,1650,250.0,151.51515151515153,High
Mahindra,Verito,748370,1461,4,Diesel,172,65,160,Manual,21,1140,65.0,57.017543859649116,Low
Mahindra,Verito,772617,1461,4,Diesel,172,65,160,Manual,21,1140,65.0,57.017543859649116,Low
Mahindra,Verito,845154,1461,4,Diesel,172,120,280,Manual,21,1140,120.0,105.26315789473684,High
